age_at_enrollment,inflation_rate,gdp,marital_status_decoded,application_mode_decoded,course_decoded,daytimeevening_attendance_decoded,previous_qualification_decoded,nationality_decoded,mothers_qualification_decoded,fathers_qualification_decoded,mothers_occupation_decoded,fathers_occupation_decoded,gender_decoded,displaced_decoded,educational_special_needs_decoded,tuition_fees_up_to_date_decoded,debtor_decoded,scholarship_holder_decoded,international_decoded,total_credited,total_enrolled,total_evaluations,total_approved,weighted_avg_grade,y
19,1.4,1.74,Single,2nd phase,Journalism and Communication,Daytime,Secondary education,Angolan,Higher education,Secondary Education,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,Female,Yes,No,Yes,No,No,No,0,12,14,12,12.5,0
41,1.4,1.74,Other,Over 23 years old,Social Service,Evening,Secondary education,Santomean,Specialized course,Basic education or less,"Skilled Workers in Industry, Construction, and Craftsmen","Personal Services, Security and Safety Workers, and Sellers",Female,No,No,Yes,No,Yes,No,0,12,17,12,11.3333333333333,0
18,2.6,0.32,Married,1st phase,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic education or less,Administrative staff,Unskilled Workers,Female,No,No,Yes,No,Yes,No,0,14,14,12,14.0666666666667,0
21,2.6,0.32,Single,Change in institution/course,Veterinary Nursing,Daytime,Secondary education,Brazilian,Specialized course,Basic education or less,Other,Other,Female,No,No,Yes,No,No,No,4,16,24,15,13.56216931216935,0
23,0.5,1.79,Single,Specialized diploma,Agronomy,Daytime,Secondary education,Romanian,Secondary Education,Basic education or less,Intermediate Level Technicians and Professions,Unskilled Workers,Female,Yes,No,No,Yes,No,No,0,12,24,9,11.897916666666665,1
18,-0.3,0.79,Single,2nd phase,Journalism and Communication,Daytime,Secondary education,Angolan,Secondary Education,Secondary Education,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Female,Yes,No,Yes,No,No,No,0,12,0,0,0.0,1
18,-0.8,-3.12,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Administrative staff,Administrative staff,Female,Yes,No,Yes,No,No,No,0,16,16,16,13.27625,0
21,2.6,0.32,Single,Change in institution/course,Veterinary Nursing,Daytime,Secondary education,Brazilian,Some High School,Unknown,Other,Other,Female,No,No,Yes,No,No,No,0,12,0,0,0.0,1
19,2.6,0.32,Single,1st phase,Social Service,Daytime,Secondary education,Portuguese,Basic education or less,Basic education or less,Other,Installation and Machine Operators and Assembly Workers,Female,Yes,No,Yes,No,No,No,0,12,16,12,14.5625,0
47,-0.8,-3.12,Other,Over 23 years old,Management,Daytime,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,No,No,0,10,0,0,0.0,1
39,0.3,-0.92,Married,Holders of other higher courses,Social Service,Evening,Higher education,Italian,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,No,No,13,23,29,22,13.790229885057494,0
19,0.6,2.02,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,No,No,0,15,18,13,12.646547619047649,0
38,-0.8,-3.12,Single,Change in institution/course,Management,Evening,Higher education,Brazilian,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,No,No,26,29,32,26,11.380952380952351,1
27,1.4,3.51,Married,Over 23 years old,Agronomy,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Santomean,Specialized course,Secondary Education,Unskilled Workers,Unskilled Workers,Female,No,No,No,Yes,No,No,0,12,13,0,0.0,1
48,2.8,-4.06,Married,Over 23 years old,Social Service,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Santomean,Specialized course,Basic education or less,Administrative staff,Administrative staff,Female,No,No,Yes,No,No,No,0,12,25,11,11.802666666666648,1
25,2.6,0.32,Single,Over 23 years old,Advertising and Marketing Management,Daytime,Secondary education,Santomean,Some High School,Unknown,Other,Other,Female,No,No,Yes,No,No,No,0,10,11,1,6.0,1
32,3.7,-1.7,Married,Over 23 years old,Nursing,Daytime,Secondary education,Santomean,Specialized course,Basic education or less,Other,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",Female,No,No,Yes,No,Yes,No,0,16,18,14,12.7571428571429,0
18,0.3,-0.92,Single,1st phase,Journalism and Communication,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",Female,No,No,Yes,No,Yes,No,0,12,12,12,14.58333333333335,0
20,0.5,1.79,Single,Specialized diploma,Social Service,Evening,Specialized course,Romanian,Secondary Education,Higher education,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",Female,No,No,Yes,Yes,No,No,5,12,13,12,14.23076923076923,0
20,2.6,0.32,Single,1st phase,Management,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,No,No,0,10,15,9,10.853333333333333,0
39,2.6,0.32,Single,Over 23 years old,Management,Evening,Other,Santomean,Specialized course,Unknown,Other,Other,Female,Yes,No,Yes,No,No,No,0,10,14,2,4.464285714285714,1
29,1.4,1.74,Single,1st phase,Equiniculture,Daytime,Secondary education,Portuguese,Higher education,Higher education,Other,Administrative staff,Female,Yes,No,Yes,Yes,No,No,0,10,24,1,5.416666666666667,1
36,3.7,-1.7,Single,Over 23 years old,Management,Evening,Secondary education,Santomean,Specialized course,Basic education or less,Other,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",Female,No,No,Yes,Yes,No,No,0,10,10,0,0.0,1
18,3.7,-1.7,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,No,No,0,16,24,14,11.971428571428598,0
51,2.6,0.32,Married,Over 23 years old,Social Service,Evening,Other,Santomean,Some High School,Unknown,Other,Other,Female,No,No,Yes,No,No,No,1,12,23,0,0.0,1
23,2.6,0.32,Single,Change in institution/course,Journalism and Communication,Daytime,Secondary education,Brazilian,Some High School,Unknown,Other,Other,Female,No,No,Yes,Yes,No,Yes,0,12,19,5,14.421052631578947,1
21,1.4,1.74,Single,Specialized diploma,Veterinary Nursing,Daytime,Secondary education,Romanian,Some High School,Some High School,Other,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",Female,Yes,No,Yes,No,No,No,0,12,0,0,0.0,1
28,-0.8,-3.12,Single,Change in institution/course,Other,Daytime,Secondary education,Brazilian,Some High School,Unknown,Other,Other,Female,Yes,No,No,No,No,No,0,11,14,4,8.196428571428571,1
41,3.7,-1.7,Single,Over 23 years old,Social Service,Evening,Secondary education,Santomean,Specialized course,Basic education or less,Other,"Personal Services, Security and Safety Workers, and Sellers",Female,No,No,Yes,No,No,No,0,8,2,0,0.0,1
43,-0.8,-3.12,Other,Over 23 years old,Social Service,Evening,Higher education,Santomean,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,Yes,No,0,12,13,11,12.261538461538446,0
19,1.4,3.51,Single,1st phase,Design and Multimedia,Daytime,Secondary education,Portuguese,Basic education or less,Secondary Education,Specialists in Intellectual and Scientific Activities,Administrative staff,Female,No,No,Yes,No,Yes,No,10,23,27,23,13.990740740740721,0
26,2.8,-4.06,Single,Over 23 years old,Agronomy,Daytime,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,Other,Female,No,No,Yes,No,No,No,10,24,27,17,13.43209876543208,0
18,0.5,1.79,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Higher education,Higher education,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,Female,Yes,No,Yes,No,No,No,0,15,15,15,12.266666666666659,0
45,0.6,2.02,Married,Over 23 years old,Other,Daytime,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,"Personal Services, Security and Safety Workers, and Sellers",Female,No,No,Yes,No,No,No,0,14,22,7,11.5,1
19,0.5,1.79,Single,Specialized diploma,Other,Daytime,Specialized course,Romanian,Higher education,Basic education or less,Specialists in Intellectual and Scientific Activities,"Skilled Workers in Industry, Construction, and Craftsmen",Female,No,No,Yes,No,No,No,0,12,0,0,0.0,1
20,0.6,2.02,Single,2nd phase,Advertising and Marketing Management,Daytime,Secondary education,Angolan,Higher education,Secondary Education,Intermediate Level Technicians and Professions,Armed Forces Professions,Female,No,No,Yes,No,No,No,0,12,16,12,12.710937499999982,0
18,2.6,0.32,Single,1st phase,Other,Daytime,Secondary education,Portuguese,Secondary Education,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",Female,No,No,Yes,No,No,No,0,12,12,12,12.33333333333335,0
27,0.5,1.79,Single,Over 23 years old,Veterinary Nursing,Daytime,Secondary education,Santomean,Higher education,Higher education,Administrative staff,Other,Female,Yes,No,Yes,No,No,No,0,12,32,4,11.390625,1
20,-0.3,0.79,Married,1st phase,Agronomy,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",Female,No,No,Yes,No,No,No,0,12,21,11,13.398809523809524,0
18,1.4,3.51,Single,1st phase,Veterinary Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative staff,Installation and Machine Operators and Assembly Workers,Female,Yes,No,Yes,No,No,No,0,12,19,12,14.140350877192974,0
39,3.7,-1.7,Other,Over 23 years old,Social Service,Daytime,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,Yes,No,0,12,14,11,14.400000000000002,0
36,0.3,-0.92,Single,Holders of other higher courses,Nursing,Daytime,Higher education,Italian,Specialized course,Basic education or less,Unskilled Workers,"Personal Services, Security and Safety Workers, and Sellers",Female,No,No,Yes,No,No,No,0,14,14,0,0.0,1
38,-0.3,0.79,Married,Over 23 years old,Social Service,Evening,Higher education,Santomean,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,No,No,13,19,19,19,11.94736842105261,0
45,2.6,0.32,Married,Over 23 years old,Other,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Santomean,Specialized course,Basic education or less,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction, and Craftsmen",Female,No,No,Yes,No,No,No,0,12,24,5,11.611111111111095,1
62,1.4,1.74,Married,Over 23 years old,Tourism,Daytime,Secondary education,Santomean,Higher education,Higher education,Specialists in Intellectual and Scientific Activities,Other,Female,No,No,Yes,No,No,No,0,12,17,12,13.725490196078411,0
20,1.4,1.74,Single,1st phase,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Other,Female,Yes,No,Yes,No,Yes,No,0,12,18,10,12.259259259259277,0
18,1.4,1.74,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,No,No,0,16,16,14,14.1371428571429,0
18,-0.8,-3.12,Single,3rd phase,Design and Multimedia,Daytime,Secondary education,Cape Verdean,Secondary Education,Secondary Education,Intermediate Level Technicians and Professions,Administrative staff,Female,No,No,Yes,No,No,No,0,12,12,3,11.5,1
23,-0.8,-3.12,Married,1st phase,Management,Evening,Higher education,Portuguese,Secondary Education,Higher education,Administrative staff,Unskilled Workers,Female,No,No,Yes,No,No,No,0,10,14,9,11.25,0
19,-0.3,0.79,Single,1st phase,Design and Multimedia,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,Yes,Yes,No,1,12,16,12,12.89285714285715,1
19,1.4,3.51,Single,2nd phase,Management,Daytime,Secondary education,Angolan,Secondary Education,Higher education,"Skilled Workers in Industry, Construction, and Craftsmen",Intermediate Level Technicians and Professions,Female,Yes,No,Yes,Yes,Yes,No,0,10,12,10,13.183333333333332,0
18,-0.3,0.79,Single,Change in institution/course,Nursing,Daytime,Secondary education,Other,Higher education,Higher education,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Female,No,No,Yes,No,No,No,0,15,16,15,13.86875,0
41,2.6,0.32,Single,Over 23 years old,Social Service,Evening,Secondary education,Santomean,Some High School,Basic education or less,Other,Other,Female,No,No,Yes,No,No,No,1,12,17,10,12.539215686274524,0
51,0.5,1.79,Single,Over 23 years old,Advertising and Marketing Management,Daytime,Secondary education,Santomean,Specialized course,Higher education,Administrative staff,Other,Female,No,No,Yes,No,Yes,No,0,12,17,10,12.976470588235294,0
24,0.3,-0.92,Single,Change in institution/course,Social Service,Daytime,Secondary education,Brazilian,Specialized course,Basic education or less,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers",Female,Yes,No,Yes,No,No,No,8,17,25,14,12.536,0
25,0.3,-0.92,Single,Over 23 years old,Management,Evening,Higher education,Santomean,Specialized course,Secondary Education,Unskilled Workers,"Personal Services, Security and Safety Workers, and Sellers",Female,No,No,Yes,No,No,No,0,10,25,3,11.733333333333348,1
20,2.6,0.32,Single,1st phase,Management,Daytime,Secondary education,Other,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,No,No,0,10,18,7,12.007407407407388,0
41,0.3,-0.92,Married,Change in institution/course,Management,Evening,Higher education,Brazilian,Higher education,Higher education,Other,Other,Female,No,No,Yes,No,No,No,10,20,27,20,14.618855218855199,0
19,1.4,3.51,Single,1st phase,Tourism,Daytime,Secondary education,Portuguese,Secondary Education,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,Yes,No,0,12,14,12,12.642857142857157,0
28,0.3,-0.92,Single,Change in institution/course,Other,Daytime,Other,Other,Secondary Education,Higher education,Intermediate Level Technicians and Professions,Other,Female,No,No,Yes,No,No,No,30,35,41,30,13.263937282229973,1
21,0.5,1.79,Single,1st phase,Design and Multimedia,Daytime,Secondary education,Portuguese,Higher education,Higher education,"Personal Services, Security and Safety Workers, and Sellers","Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,No,No,0,12,13,11,13.153846153846153,0
22,-0.8,-3.12,Single,1st phase,Veterinary Nursing,Daytime,Secondary education,Portuguese,Higher education,Higher education,Other,Other,Female,Yes,No,No,No,No,No,0,10,17,8,14.055882352941175,1
18,1.4,1.74,Single,2nd phase,Journalism and Communication,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers","Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,No,No,No,No,0,12,13,12,12.346153846153861,0
19,1.4,1.74,Single,1st phase,Design and Multimedia,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,Yes,No,0,12,14,12,13.5,0
19,0.6,2.02,Single,2nd phase,Nursing,Daytime,Secondary education,Angolan,Higher education,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",Female,Yes,No,Yes,No,Yes,No,0,15,15,15,14.214000000000015,0
25,1.4,1.74,Single,Holders of other higher courses,Other,Daytime,Higher education,Italian,Specialized course,Basic education or less,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers",Female,No,No,No,Yes,No,No,1,12,14,12,14.04761904761905,0
18,2.6,0.32,Single,Change in institution/course,Nursing,Daytime,Other,Other,Secondary Education,Basic education or less,Specialists in Intellectual and Scientific Activities,Unskilled Workers,Female,Yes,No,Yes,No,Yes,No,0,14,14,12,14.35,0
